mev,hash,CTA,status,eoa,block_number,gas_price,gas_used,revenue,protocols,actions,contract,proxy_impl,inserted_at
59,0x488b28ec3fcabbb83a20e27fd7d7cf070dce2fe7e154938e2e8a97b8339444c6,,Success,0x2b61a092b542d2304b23a7bc9ea4a125f17ad794,11093647,82500000000,1441308,0,{},{},0x32a5a499684fd6e937b9dcbad4b05085edd12591,,2020-12-01T23:25:50.119869Z
57,0x15d017a4b760218239d86a61909c5d7e0d60d53e126d3ccdb681a4ba1f145081,,Success,0x2b61a092b542d2304b23a7bc9ea4a125f17ad794,11094273,82500000000,1393104,0,{},{},0x32a5a499684fd6e937b9dcbad4b05085edd12591,,2020-12-01T23:25:50.119869Z
16,0xb832c523b9c3ae09c892a711cedda2155eb65fd0f725be3f0c0b0ac6e370c97e,,Success,0x30906c083e2ad69c9dcc5b753b86a14f7065d22b,11332813,87954001561,413300,0,{},{},0x0000000000007f150bd6f54c40a34d7c3d5e9f56,0x2538d9a296e3126aba549a328df0300d7b2ad372,2020-12-01T23:25:50.119869Z
9,0x62ee3cf95811608f03c3ff1464fe4c0cb9d063e4e3c0d71e1ae0e3e8db4196dd,,Success,0x30f1d1ffad34b24bb8310ad9dd237b854b4daea7,11056035,84000000000,249569,0,{},{},0x862c9a66872e60dd2107507c0da3f16939f59634,,2020-12-01T23:25:50.119869Z
8,0x164476c9a889ac78939ee06db80f0240382f1e75f9b30db43fcc50508e3b7a50,,Success,0x343178d5b47cf853826a20bd40e77e4066c70f02,11005326,251000000000,228395,0,{uniswappy},{},0x150d7f02cdc552301095cdd09a90adfb1819c0e0,,2020-12-01T23:25:50.119869Z
8,0x816ffab28a5154b006956a12afa5228fc2b7b0b71daf74a86b2ff974c33dd488,,Success,0x343178d5b47cf853826a20bd40e77e4066c70f02,11048243,201000000000,236753,0,{uniswappy},{},0x150d7f02cdc552301095cdd09a90adfb1819c0e0,,2020-12-01T23:25:50.119869Z
8,0x5cfe676e3c925c3d449520fa0739d68644e935b1ddeae8e6e23a140ed91ec1c6,,Success,0x343178d5b47cf853826a20bd40e77e4066c70f02,11072240,51800000000,243229,0,{uniswappy},{},0x150d7f02cdc552301095cdd09a90adfb1819c0e0,,2020-12-01T23:25:50.119869Z
8,0x4a576dfd5b2fabad2830b53466681cbc4e7764ed18cd2ea820b332eaac6addb0,,Success,0x343178d5b47cf853826a20bd40e77e4066c70f02,11085240,60199999999,228229,0,{uniswappy},{},0x150d7f02cdc552301095cdd09a90adfb1819c0e0,,2020-12-01T23:25:50.119869Z
10,0x93b7096846865c975cc45b69a8ef87933287d5bbb51f107732f073cafc2cc726,,Success,0x343178d5b47cf853826a20bd40e77e4066c70f02,11087423,197648500000,248483,0,{uniswappy},{},0x150d7f02cdc552301095cdd09a90adfb1819c0e0,,2020-12-01T23:36:57.009534Z
9,0x637f98692559144e5cfe3063685bc9fd3da15b7066b867a3b3654d4d3129d1f9,,Success,0x398544afa20e47f17e2d3362c27a0df89c3e11a8,11052055,281744004922,236935,0,{dydx},{},0x8a3960472b3d63894b68df3f10f58f11828d6fd9,0xfae1f56e4be53d804ad9118b233c615673be27ce,2020-12-01T23:25:50.119869Z
9,0x957bc0ca06948ad19ec86bbc88ec4c6e034364a3837ad193ef41049d0770e527,,Success,0x398544afa20e47f17e2d3362c27a0df89c3e11a8,11054259,359765436667,236935,0,{dydx},{},0x8a3960472b3d63894b68df3f10f58f11828d6fd9,0xfae1f56e4be53d804ad9118b233c615673be27ce,2020-12-01T23:25:50.119869Z
9,0x239e4c7683c614eb555ad6507c82a7d425d0c32b5f87143de820ac67193b1d54,,Success,0x398544afa20e47f17e2d3362c27a0df89c3e11a8,11054455,310543923584,236935,0,{dydx},{},0x8a3960472b3d63894b68df3f10f58f11828d6fd9,0xfae1f56e4be53d804ad9118b233c615673be27ce,2020-12-01T23:25:50.119869Z
9,0x66dc8a5133031dfd25be741d0653565c3167187d86b15a1d37bbf8597e773ea2,,Success,0x398544afa20e47f17e2d3362c27a0df89c3e11a8,11055049,272574318269,236935,0,{dydx},{},0x8a3960472b3d63894b68df3f10f58f11828d6fd9,0xfae1f56e4be53d804ad9118b233c615673be27ce,2020-12-01T23:25:50.119869Z
9,0xa36bfc8cbe09f7363762669a9bf8e0846a26b9da7b304f4f3a7e189fb8e10c31,,Success,0x398544afa20e47f17e2d3362c27a0df89c3e11a8,11055087,444425232761,236935,0,{dydx},{},0x8a3960472b3d63894b68df3f10f58f11828d6fd9,0xfae1f56e4be53d804ad9118b233c615673be27ce,2020-12-01T23:25:50.119869Z
9,0x037201d588f670864763f4b741eaffc4123ec6e37dfc2e36e7da7313bd909991,,Success,0x398544afa20e47f17e2d3362c27a0df89c3e11a8,11055145,308008979656,236935,0,{dydx},{},0x8a3960472b3d63894b68df3f10f58f11828d6fd9,0xfae1f56e4be53d804ad9118b233c615673be27ce,2020-12-01T23:25:50.119869Z
9,0x90ce5d15a03c591c32790457a4b7e499d587b15034b826989a2987ebf19813dd,,Success,0x398544afa20e47f17e2d3362c27a0df89c3e11a8,11055166,257145583296,236935,0,{dydx},{},0x8a3960472b3d63894b68df3f10f58f11828d6fd9,0xfae1f56e4be53d804ad9118b233c615673be27ce,2020-12-01T23:25:50.119869Z
9,0x7bed55fada73f1926f7bf15887674e5b32676e9f6121782884bb5f2adb176e6c,,Success,0x398544afa20e47f17e2d3362c27a0df89c3e11a8,11089255,1329940420052,236935,0,{dydx},{},0x8a3960472b3d63894b68df3f10f58f11828d6fd9,0xfae1f56e4be53d804ad9118b233c615673be27ce,2020-12-02T00:10:18.113163Z
125,0x3fa7bb0d6de8e9d5c6d1bb0526f3ee036150229aac630d22bea2d6a3a7ee1ecd,just an aggregation for token sending,Success,0x3b4c0495dc3ebaf69dcfc2a14395d92b4ba2fb1e,11021766,131000000000,2975486,0,{},{},0x6e4bafb5fa848951a7b602958deee74af5ab7cc5,,2020-12-01T23:25:50.119869Z
50,0xf31b44a91790991ef997ca69c61ab6a1a381335ae03fb810bcfd7dd4ee1760bc,,Success,0x3b4c0495dc3ebaf69dcfc2a14395d92b4ba2fb1e,11021770,135000000000,4255437,0,{},{},0x6e4bafb5fa848951a7b602958deee74af5ab7cc5,,2020-12-01T23:25:50.119869Z
48,0x6065d73a30c14923320415993a57f42cf37396fe9a3134481ceb92fd0b31d0b1,,Success,0x3b4c0495dc3ebaf69dcfc2a14395d92b4ba2fb1e,11021890,143000000000,1156751,0,{},{},0x6e4bafb5fa848951a7b602958deee74af5ab7cc5,,2020-12-01T23:25:50.119869Z
102,0xba294a6cc3ba6486fa1a4f86d5f9e35c3ea7bdecf8115e3708af82f592e8552f,,Success,0x3b4c0495dc3ebaf69dcfc2a14395d92b4ba2fb1e,11093237,66000000000,3076834,0,{},{},0x6e4bafb5fa848951a7b602958deee74af5ab7cc5,,2020-12-01T23:25:50.119869Z
20,0x4eecf27212f4a577d0accec9945acc4f80bf55424a75291a45ddc66cc7c10b73,,Success,0x3b4c0495dc3ebaf69dcfc2a14395d92b4ba2fb1e,11093479,69000000000,3404629,0,{},{},0x6e4bafb5fa848951a7b602958deee74af5ab7cc5,,2020-12-01T23:25:50.119869Z
12,0x5bed8f511aab42fad9fb18c47b7dee01e4ed211af5b55e4aef60d7e2287dde4f,,Success,0x3c2e4829603e27b560c85365aee9dcb4b9dc1416,11024911,61626506024,297771,0,{uniswappy},{},0x056ac54565f9828b38215d854c3fb87b1dde3f80,,2020-12-01T23:25:50.119869Z
19,0x2e97c6a82f68f1bfc6aa870981005bd0483796581c137c05b3ddf319dbed8a6a,,Success,0x40063d3191fe3144481db152028ed35364f5dbff,11001838,90750000000,333543,0,{uniswappy},{},0x38ab28d52d73445666b0182b1429517393ac87b3,,2020-12-01T23:25:50.119869Z
20,0x202e5f7bd858aab532d47551498c32563652431c15ffdd0fb8282c5ffcf27e3c,,Success,0x40063d3191fe3144481db152028ed35364f5dbff,11004545,102000000000,362883,0,{uniswappy},{},0x38ab28d52d73445666b0182b1429517393ac87b3,,2020-12-01T23:25:50.119869Z
20,0x8339cc8339bb24212ed11efcc00d7713b01bc7c35fd600d821767da8d4c87586,,Success,0x40063d3191fe3144481db152028ed35364f5dbff,11006274,80520000000,361695,0,{uniswappy},{},0x38ab28d52d73445666b0182b1429517393ac87b3,,2020-12-01T23:25:50.119869Z
15,0x48d0af6bfbf8bd20423306152226a3dbe1d76d4d1b84a126e12e7684dd453b66,,Success,0x40063d3191fe3144481db152028ed35364f5dbff,11048157,85000000000,382249,0,{uniswappy},{},0x4c2bc7ebeefec8cdbb641ba9df51cb5102b4797e,,2020-12-01T23:25:50.119869Z
11,0x149aff9eb39734297840b717d3c8238c14884b2e4a371b5a698a68da30a13154,,Success,0x40063d3191fe3144481db152028ed35364f5dbff,11048175,85000000000,272187,0,{uniswappy},{},0x4c2bc7ebeefec8cdbb641ba9df51cb5102b4797e,,2020-12-01T23:25:50.119869Z
13,0xd828dd950d87ebfc4a8944338a834259b7e15ed908e2aa2f604ae5114ca9751a,,Success,0x40063d3191fe3144481db152028ed35364f5dbff,11086802,127300000000,320109,0,{uniswappy},{},0x7169789274b2fa3520bda0d14d123029c5d479e2,,2020-12-01T23:25:50.119869Z
8,0x4bf779b7703a6c2b7981c85045c630b64efdd2f513f416c8d78f4b6c75d6a32c,,Success,0x430c96378f8918736173252a7bb056d35f4c2ce6,11333038,601100000000,182768,0,{},{},0x88886841cfccbf54adbbc0b6c9cbaceabec42b8b,,2020-12-01T23:25:50.119869Z
9,0x043e2dbb91b299c621dd3b952855516c0077b45ca43a63d1117873d763e233c2,,Success,0x430c96378f8918736173252a7bb056d35f4c2ce6,11016747,61100000000,211263,0,{},{},0x88886841cfccbf54adbbc0b6c9cbaceabec42b8b,,2020-12-01T23:25:50.119869Z
9,0x8500438fd6e6a7e58599ff171af617c44adbe0524be66a159a81131e2256b85a,,Success,0x430c96378f8918736173252a7bb056d35f4c2ce6,11016764,61100000000,207822,0,{},{},0x88886841cfccbf54adbbc0b6c9cbaceabec42b8b,,2020-12-01T23:25:50.119869Z
9,0xc3c6da850f638791a9edd371addd63b600f71c4cb21b8fe9d519f8a640d8755b,,Success,0x430c96378f8918736173252a7bb056d35f4c2ce6,11068668,21100000000,207679,0,{},{},0x88886841cfccbf54adbbc0b6c9cbaceabec42b8b,,2020-12-01T23:25:50.119869Z
9,0x693573218f5c33adce59b69a240768cd29c7649554c18421131b92a240a755ee,,Success,0x4527c75dfc50a5390dc663f81b627c39e7b9acad,11043269,55000000000,238087,0,{},{},0xd8ee69652e4e4838f2531732a46d1f7f584f0b7f,0xf6eb94e64fc7789a57fdf89fe2ffd2eb39b252e4,2020-12-01T23:25:50.119869Z
9,0x5271576001428f61a07bd80573cad6c0c8afc1c94b55da81f8cf001882b62b8e,,Success,0x45df287465fd7e882fbb76392666eabd148aa497,11078691,23410256410,221209,0,{uniswappy},{},0x0606dcc3bca7a7846c503f1b07ff3810ad82d54d,,2020-12-01T23:25:50.119869Z
20,0xa625ca568e50a6c507ae02c448ad71a3326e369b44eeaee9c1e5d6ed47cb74e2,,Success,0x46e3b257192fdac86871f6e310d2ca372c1281dc,11025209,66000001358,412699,0,{dydx},{},0xda9079aa12d366c75e28d664428e543f9f866b5d,,2020-12-01T23:25:50.119869Z
15,0x73988ec4a6f59899deb7b33bb189d05c1d0314031eda61ed04b59bf9fa74fc3e,,Success,0x4a510f71db374685504a37eec26e0614a70602c4,11022464,112598130841,369823,0,{uniswappy},{},0xf438a3e22303fe708dae1cc1adb0a258b070ee6c,,2020-12-01T23:25:50.119869Z
15,0x2874150b676f764c4137083bb136983854ad65b426bec583276f481c7acb4aa0,,Success,0x4a510f71db374685504a37eec26e0614a70602c4,11024695,49101910828,362329,0,{uniswappy},{},0xf438a3e22303fe708dae1cc1adb0a258b070ee6c,,2020-12-01T23:25:50.119869Z
14,0xb27599327d0eefda3ed2a88848c04e7b07f73c42e82ad299d884ce05ea18b8f3,,Success,0x4a510f71db374685504a37eec26e0614a70602c4,11024696,49218823529,353554,0,{uniswappy},{},0xf438a3e22303fe708dae1cc1adb0a258b070ee6c,,2020-12-01T23:25:50.119869Z
14,0xd35d44a155b824be4346d1eec66453f562901f67669cfed322026047c0d2b5b1,,Success,0x4a510f71db374685504a37eec26e0614a70602c4,11033418,42539130434,353504,0,{uniswappy},{},0xd8c3f025113f7f7902cad53f92652bdbd32cfdfc,,2020-12-01T23:25:50.119869Z
27,0x9a7b5bf7509b60cee17c507c513f5b608074a296ee143a8c110f0d3f4f7529ac,,Success,0x4bf1fbc233cd6109c35a4cd9d34540173af3234c,11009118,69000000000,688011,0,{},{},0x862c9a66872e60dd2107507c0da3f16939f59634,,2020-12-01T23:25:50.119869Z
38,0x6f3fe2db4fb14d61bc7dc1ce3bc06b50ecc3a4d9c79787afb6f156aaab433e74,,Success,0x4cb5e653404e1ca4ef4cee496f3f677483508d66,11037410,22100000000,944189,0,{sushiswap},{},0xb983e01458529665007ff7e0cddecdb74b967eb6,0xa7ebc87173be2fea30214dab05c25c16d24312a8,2020-12-01T23:25:50.119869Z
8,0x3e18d1cf4549323a7d9be6985935125cb7275645b0b7916919cb69038d4aa2ec,weird Kyber pool reward trade,Success,0x4f2604aac91114ae3b3d0be485d407d02b24480b,11332225,146000000000,170210,0,{},{},0x41faa4e8a6343577bb011b4c1b5c5a0c020c6d38,,2020-12-01T23:25:50.119869Z
8,0x7d35d76c6bde033c365143be364c0135dfefb603c2acef15bdcdddf59b78a3aa,,Success,0x4f2604aac91114ae3b3d0be485d407d02b24480b,11332307,158000000000,170204,0,{},{},0x41faa4e8a6343577bb011b4c1b5c5a0c020c6d38,,2020-12-01T23:25:50.119869Z
8,0xccd68f9bf3c90c2c4304000eb1d7e15058bd2803ba5ca66d3dbc53ee8b70db5b,,Success,0x4f2604aac91114ae3b3d0be485d407d02b24480b,11332600,147000000000,213701,0,{},{},0x41faa4e8a6343577bb011b4c1b5c5a0c020c6d38,,2020-12-01T23:25:50.119869Z
8,0xc69461c8dcd0e573b1ddaa88f8778525bceb6caf65534b457a519d73e4f81b33,,Success,0x4f2604aac91114ae3b3d0be485d407d02b24480b,11332800,133000000000,213659,0,{},{},0x41faa4e8a6343577bb011b4c1b5c5a0c020c6d38,,2020-12-01T23:25:50.119869Z
8,0x9af88cfd1bc04e3fc728a4ca596fd68f574fff68ab54a63ba2796d4f54049dda,,Success,0x4f2604aac91114ae3b3d0be485d407d02b24480b,11332861,125000000000,213771,0,{},{},0x41faa4e8a6343577bb011b4c1b5c5a0c020c6d38,,2020-12-01T23:25:50.119869Z
8,0x2e07768dcc6340d6d887085fcf8d1993810da7ae72a8ae9d684e9813f8c1a0ea,,Success,0x4f2604aac91114ae3b3d0be485d407d02b24480b,11333894,90000000000,213771,0,{},{},0x41faa4e8a6343577bb011b4c1b5c5a0c020c6d38,,2020-12-01T23:25:50.119869Z
16,0x818adb9e2a1def25d272fe612ffd20be60a1c697f2a86c42a69600fb1e530ca3,,Success,0x52f0ae43e70a066e0eb83f84f1b1a3921372a5fe,11081382,41721649484,402189,0,{uniswappy},{},0x5c64023a9a80f570904524e36919d271e1c5384e,,2020-12-01T23:25:50.119869Z
10,0x67c243174d23fab53c33c409d7e7959f487584ba89351b528b975739cce1d653,,Success,0x538a1187d3147dba5cddefbc706211415c048bb4,11003911,85000000000,267414,0,{},{},0x1320ed3d668b7cc063c43a381234ab048872fce7,,2020-12-01T23:25:50.119869Z
15,0x50b6badfdfc9a6414c28b7e93a6aa3f7d895c6445734d2ff5e37f9951ca0ef81,,Success,0x538a1187d3147dba5cddefbc706211415c048bb4,11003934,94800000000,389160,0,{},{},0x1320ed3d668b7cc063c43a381234ab048872fce7,,2020-12-01T23:25:50.119869Z
9,0xc0e0783d1df4f0b02e81f05e0e39d7634984d287a10d0456b0b0c69740b03161,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11001129,112000000000,264341,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
9,0x557532a367c73e760d1ea7cce9644a51ae6fed2713ee8a1e6a36ebfc46bd9fee,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11002357,118000000000,264341,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
9,0x30e00069812416d6245abc52d0ee96a3b2523199e90468a55b4bfe834b0aec95,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11002429,119000000000,264341,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
9,0x83eae37931e6ebffcaeefb828d62a3363f476abe8a9bfee3ca5a04bec96344d5,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11002530,155000000000,264305,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
9,0x674128844be8bca58b0561b29ec2edf92c5bb64f7440a2b75b653ec39fc983ca,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11009931,102000000000,248449,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
9,0xc4278e609251e25317d753f071dd26cf71e23282d8de82664c88ff9a48adbe9d,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11022307,119000000000,264341,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
9,0x3882c6d256c91eb8c9de7b7469a2a095652fa5d2f486a4bfbf269ca306f85b13,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11022377,119000000000,264341,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
57,0x356cca685192c0dc2eb0f2ddd7302e6deafad99eb2de4b820b85d16c0ccd1287,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11022451,60000000000,1395646,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
9,0xb9cd6644feea2560d27c4e43bb957b6d47d497e2589f460e30f57ab829574537,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11070316,57000000000,264341,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
9,0xcc856e3a05919c68a40bde273d9d96b04848f250b02e46efe7a2fe86f1c32537,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11070393,35000000000,248413,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
9,0x65b7638532a0adb6f6824efff410a347d36c7dfd9803551fd89ac80741bf268a,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11070472,67000000000,248437,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
9,0x32785cbe88b47bb15a5e5e5386bbc919cafda7a6728ba03af73b6f199caa26eb,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11070542,72000000000,248449,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
9,0x0d4c2eac973a880328b4e6b8c5f75e34d2e87d4e2b0e89a483819dad290d924a,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11070628,71000000000,248449,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
56,0x053b01eed02e440ed42bd59f63bee12eddf908c2fe600e424465256d8f841ad1,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11070869,20740000000,1354910,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
9,0x61fa94ecf68c064d23bac0041e11cdc54ff07af087da642a3fc975b1e603c120,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11071089,25620000000,248449,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
9,0xb4e4fc28494b8ff68c0c8f085f808a3bf59cc72adca916377d9ab7ad096f0628,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11071177,21000000000,248449,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
57,0x7912410a43e8c7ab2cfad1dda3ce08dbf76ef99c430bdc86e4d6fd3043a46510,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11071353,21000000000,1388052,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
9,0x5becb1f7c358ab589f806dedf13e3c6e0dd9ce007a29b0bce044e409ed179f73,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11071488,19000000000,248413,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
9,0xafbd62c4f39254f69f436208de4e87192f6f0f6439ab1cdbdddd97b3f4dcd750,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11071670,21960000000,248401,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
57,0xab03c7120332bc9f573c1bb38053d74d27b0d11c97ba063d688e372c189344d8,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11072174,29280000000,1392961,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
9,0x29a5751f3cf9a6c7290f277cf588c3b4e8ac09642b56af1ac2741a480dff9680,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11072792,22000000000,248449,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
41,0x7721a5a441af855b0183a07bbe27234e3042ce12128aad18ae94e8ce6990fa06,,Success,0x54a86eeb22d592259a5c3e2a44e6192f86527096,11073744,19000000000,1355060,0,{},{},0x91de080dbb7c55c774801799d102531240c61163,,2020-12-01T23:25:50.119869Z
8,0x83ac190e30785ad0656b6b3a9f38172faf33ad5cad0927f702237a8047779efe,,Success,0x55ef08b2b0514d53951d4bdf1d55644db4e28f18,11050451,201000000000,232495,0,{uniswappy},{},0x150d7f02cdc552301095cdd09a90adfb1819c0e0,,2020-12-01T23:25:50.119869Z
9,0x52548cbd7b3281a58104eca7d9a7979ef23114e32052669bec568f0f2ccb6460,,Success,0x55ef08b2b0514d53951d4bdf1d55644db4e28f18,11061338,201000000000,233855,0,{uniswappy},{},0x150d7f02cdc552301095cdd09a90adfb1819c0e0,,2020-12-01T23:25:50.119869Z
8,0xeffb608aeadc11e2c8864509c2f836489e6c748c2bab48d799a9d8e8dfa1e5b1,,Success,0x55ef08b2b0514d53951d4bdf1d55644db4e28f18,11076577,32199999999,213185,0,{uniswappy},{},0x150d7f02cdc552301095cdd09a90adfb1819c0e0,,2020-12-01T23:25:50.119869Z
10,0x2227eedf0f06787244dd81e152fdc29cb0abc7de2375cdc0061b9b8dfa4d0da9,,Success,0x560a8f66d879547ba52624aeaebed2f8b9d34b6d,11000247,44000000000,260627,0,{},{},0xd8ee69652e4e4838f2531732a46d1f7f584f0b7f,0xf6eb94e64fc7789a57fdf89fe2ffd2eb39b252e4,2020-12-01T23:25:50.119869Z
9,0x9645b321d287beb96acac4b3305cd7ea041234844324fa1832edf13972c63452,,Success,0x560a8f66d879547ba52624aeaebed2f8b9d34b6d,11000415,51700000000,244788,0,{},{},0xd8ee69652e4e4838f2531732a46d1f7f584f0b7f,0xf6eb94e64fc7789a57fdf89fe2ffd2eb39b252e4,2020-12-01T23:25:50.119869Z
12,0x745c9015b82bf4d1db64d57f0399bcc775b53e41ed74dacad8488ab0dcd1089e,,Success,0x560a8f66d879547ba52624aeaebed2f8b9d34b6d,11000667,51000000000,303210,0,{},{},0xd8ee69652e4e4838f2531732a46d1f7f584f0b7f,0xf6eb94e64fc7789a57fdf89fe2ffd2eb39b252e4,2020-12-01T23:25:50.119869Z
20,0xe88565af636556ee2e0a2ef14ffac0ddb17e982cac519d6de64db6bea7007df5,,Success,0x57e648f095dc7d8b26e97dfd1d03be8d7fbfbf71,11014028,60000000000,1163783,0,{sushiswap},{},0xb983e01458529665007ff7e0cddecdb74b967eb6,0xa7ebc87173be2fea30214dab05c25c16d24312a8,2020-12-01T23:25:50.119869Z
14,0x55eb6b4b499bde3a8dcd0c8892c377d409b4210eb62433ccb75fe79a359d269c,,Success,0x59b300f3006132f44185af97300239e209d5108a,11025198,86815292053,347474,0,{uniswappy},{},0x16dec337853b74dc84db3a29c1ed3f99979e61e1,,2020-12-01T23:25:50.119869Z
20,0xeda23e6171231ea002ecfe86149dbfc104ae277d7a136f57dd8098cb23326d89,,Success,0x5a30ff01dc11223cff4e99d4263cb6f3aaa69e70,11333007,335334108184,565670,0,{},{},0xa1c956d7c3d8ea7fd7e3757062e4ac563f07e68a,,2020-12-01T23:25:50.119869Z
12,0xcfe26404d7af7ba36460be503f66fc6db5659b5a5941df956c42ac2857ba6e26,,Success,0x5a30ff01dc11223cff4e99d4263cb6f3aaa69e70,11333789,130048118319,343791,0,{},{},0xa1c956d7c3d8ea7fd7e3757062e4ac563f07e68a,,2020-12-01T23:25:50.119869Z
20,0xc5a0446008d0683258b52b29412d07295022cab20de1825937ae0946b73e1247,,Success,0x5dadc785437ca5e023c47c26788e4e71b7c5bf1d,11055114,65000001234,444037,0,{dydx},{},0xda9079aa12d366c75e28d664428e543f9f866b5d,,2020-12-01T23:25:50.119869Z
25,0x251e346e72dae38e033d3a1fe987b07d9fb3ac0876a2b75dfea067889f461f26,,Success,0x5feb4dee5150b589a7f567ea7cada2759794a90a,11002384,105000000000,1138595,0,"{sushiswap,aave}",{},0xdbea5a88d18884a8bfc2311f240f52992395aecb,,2020-12-01T23:25:50.119869Z
25,0x2d4bba60070baf2af231a4411ab4b2a22490010e1caacb93db679e171211056a,,Success,0x5feb4dee5150b589a7f567ea7cada2759794a90a,11021415,109000000000,1657002,0,{sushiswap},{},0xdbea5a88d18884a8bfc2311f240f52992395aecb,,2020-12-01T23:25:50.119869Z
25,0x61b06e194636e98b83912a444436e7ca788eb160dc5aac4effdfbb43888c5b1c,,Success,0x5feb4dee5150b589a7f567ea7cada2759794a90a,11025433,55000000000,1574989,0,{sushiswap},{},0xdbea5a88d18884a8bfc2311f240f52992395aecb,,2020-12-01T23:25:50.119869Z
25,0x131af3055f9399a953c0ff493baedebaea106127966b8c11929326e8e4a9b13b,,Success,0x5feb4dee5150b589a7f567ea7cada2759794a90a,11025436,55000000000,1562987,0,{sushiswap},{},0xdbea5a88d18884a8bfc2311f240f52992395aecb,,2020-12-01T23:25:50.119869Z
25,0x80cffcac835bf2307110433fecc97f76684017042de5986a83ab0fa58c96ed78,,Success,0x5feb4dee5150b589a7f567ea7cada2759794a90a,11025447,62000000000,1633953,0,{sushiswap},{},0xdbea5a88d18884a8bfc2311f240f52992395aecb,,2020-12-01T23:25:50.119869Z
25,0x14f5f6f5eb36149e832d947eb0f306794a7ed579ce20839f31a288ede111763d,,Success,0x5feb4dee5150b589a7f567ea7cada2759794a90a,11025448,62000000000,1634629,0,{sushiswap},{},0xdbea5a88d18884a8bfc2311f240f52992395aecb,,2020-12-01T23:25:50.119869Z
25,0xd546cd99c86329b5cb6a4b5bdc1d484a619cea87086e4d7abcb0f28edd132161,,Success,0x5feb4dee5150b589a7f567ea7cada2759794a90a,11025448,62000000000,1632206,0,{sushiswap},{},0xdbea5a88d18884a8bfc2311f240f52992395aecb,,2020-12-01T23:25:50.119869Z
25,0x20a1d226841d5ff3d6d90932976c3eaf211142c260ef4bd5e37460eb2c74528f,,Success,0x5feb4dee5150b589a7f567ea7cada2759794a90a,11034118,34000000000,690261,0,{sushiswap},{},0xdbea5a88d18884a8bfc2311f240f52992395aecb,,2020-12-01T23:25:50.119869Z
